,title,price,address,township,car_boxes,rooms,bathroms,squareM,description
1595,departamento en venta renta santa fe terre,29000.0,"santa fe, alvaro obregon",alvaro obregon,2.0,3.0,2.5,150.0, bonito departamento en conjunto residencial terre muy calido con bonitas vistas en la mejor zona de santa fe recamara principal con baño y vestidor las otras 2 comparten baño cocina integral cuarto de servicio con baño extensas areas comunes con alberca jacuzzi gimnasio pista de jogging jardin juegos infantiles salon de fiestas y jardin para perros venta 7 990 000 pesos mantenimiento incluido en la renta 
1596,departamento en renta en secoyas con excelentes acabados,52000.0,"santa fe, alvaro obregon",alvaro obregon,3.0,3.0,3.0,320.0, departamento en renta en secoyas en la loma santa fe con acabados de primera 320 metros 3 recamaras con vestidor y baño family room sala comedor cocina cuarto de lavado y servicio terraza y bodega 3 lugares de estacionamiento amenities alberca gimnasio paddle jardines con juegos infantiles salon de fiestas easybroker id eb jn0051 
1598,renta departamento maravilloso con vista y mucha luz,27000.0,"prolongacion reforma 215, paseo de las lomas, alvaro obregon",alvaro obregon,2.0,2.0,2.0,113.0, renta departmento este lindo departamento esta semi amueblado tiene centro de lavado refrigerador microondas 2 televisiones cama sofa cama muebles en la sala tiene 113 m2 2 lugares de estacionamiento dos recamaras uno con baño completo y walk in closet en la sala tiene otro baño completo es ideal para parejas o solteros cuenta con vigilancia las 24 horas y muchas amenidades 
1601,departamento - miguel hidalgo,32750.0,"delegacion politica miguel hidalgo, miguel hidalgo",miguel hidalgo,0.0,3.0,5.0,750.0, excelente ph en lomas de chapultepec amueblado muy fino en un residencial muy exclusivo de 4 edificios con 6 departamentos cada uno ph en dos niveles primer nivel se encuentra doble sala comedor cocina antecomedor un bar despacho baño de visitas segundo nivel tres recamaras con vestidor y baño la principal con doble baño y jacuzzi family room y despacho dos cuartos de servicio con baño cuarto de lavado cinco estacionamientos salon multi usos en el edificio club house con alberca gimnasio jardines salon de fiestas 3 grandes jardines con juegos para niños canchas de tenis seguridad 24 7 
1602,reforma lomas - parte alta   3r 3b  5e,32750.0,"lomas altas, miguel hidalgo",miguel hidalgo,5.0,3.0,3.0,450.0, wiggot psbh9m5 departamento en parte alta de reforma consta de 3 recamaras sala comedor bar estudio cocina equipada con desayunador cuarto de servicio y lavado amenidades gym salon de fiestas cancha de squash y padel tenis y alberca se renta en usd 4 500 tambien esta en venta usd 1 200 000 precio condiciones y datos sujetos a cambio sin previo aviso si necesita mayor informacion sobre alguno de nuestros inmuebles no encontro lo que buscaba o esta interesado en nuestros servicios por favor pongase en contacto con nosotros en un horario de 10 00 a 18 00 horas cst en el telefono fijo 55 56110183 o al celular 5561030291 o via mail a marketing confibienesraices com mx mandenos un correo en la seccion contactenos guestbook 
1603,club golf bosques sta fe - amueblado maeva 2015 -,26000.0,"san mateo tlaltenango, cuajimalpa de morelos",cuajimalpa,6.0,2.0,2.0,460.0, wiggot pw58pdb magnifico departamento en uno de los fraccionamientos mas exclusivos de la ciudad de mexico con alta seguridad proyecto del depto arq pancho guzman dos recamaras con opcion a una tercera sala comedor cuarto de cava de vinos family enorme con desayunador cocina equipada con electrodomesticos de lujo calefaccion y aire acondicionado cortinas electricas cuarto de servicio 6 estacionamientos renta usd 8 000 tambien se vende en usd 2 750 000 precio datos y condiciones sujetos a cambios sin previo aviso https my matterport com show m 9taya4f29d2 amp amp mls 1 si necesita mayor informacion sobre alguno de nuestros inmuebles no encontro lo que buscaba o esta interesado en nuestros servicios por favor pongase en contacto con nosotros en un horario de 10 00 a 18 00 horas cst en el telefono fijo 55 56110183 o al celular 5561030291 o via mail a marketing confibienesraices com mx mandenos un correo en la seccion contactenos guestbook 
1604,excelente departamento amueblado mejor zona de polanco,32750.0,"polanco, miguel hidalgo",miguel hidalgo,2.0,2.0,2.0,238.0, excelente departamento amueblado quinta seccion de polanco super lujo 238 m 20 m de terraza dos recamaras dos baños completos dos medios baños uno de servicio y otro de visitas cocina equipada sala de television dos lugares estacionamiento doble altura bodega gimnasio comun vigilancia 24 horas elevador cerca de masaryk restaurantes parque easybroker id eb jq2646 
1605,departamento - reforma social,28000.0,"reforma social, miguel hidalgo",miguel hidalgo,0.0,2.0,2.0,102.0, departamento ubicado en alure palmas en reforma social 2 recamaras 2 baños 1 estacionamiento desarrollo con seguridad 24 horas excelentes areas comunes jardin gimnasio roof garden 
1606,departamento en renta col. sta isabel tola gustavo a madero cdmx,5500.0,"moctezuma 1 col. sta isabel tola gustavo a madero cdmx santa isabel tola, gustavo a. madero",gustavo a. madero,0.0,2.0,1.0,60.0, departamento en planta baja estancia de sala comedor cocina con cocineta sin estufa 2 recamaras baño zotehuela servicios independientes requisitos inquilino deposito renta de inicio ine comprobantes de ingresos de los ultimos 3 meses 4 referencias aval ine comprobante de domicilio compruebe propiedad o ingresos de 3 meses 
1607,"penthouse 2 niveles; corintio san isidro, san pedro xalpa, azcapotzalco, $21,500",21500.0,"san pedro xalpa, azcapotzalco",azcapotzalco,2.0,3.0,3.0,134.0, amplio penthouse en renta ubicado frente al panteon san isidro sobre calzada san isidro en el conjunto residencial corintio ubicado a tan solo unos minutos en la linea separadora entre ciudad de mexico y estado de mexico naucalpan de juarez vias de acceso y comunicacion vial que se encuentran a la mano calzada san isidro calzada de las armas calzada lucio blanco avenida tezozomoc camino a santa lucia av 5 de mayo y avenida aquiles serdan el condominio en el que el departamento se encuentra cuenta con diversas amenidades entre ellas estan gimnasio salon de eventos salon de jovenes con mesa de ping pong videojuegos y futbolito ludoteca 2 area de patio jardin con asadores zona de bancas y camastros una ubicado en pb y el otro en primer piso el penthouse distribuido en dos niveles cuenta con pb estancia sala comedor con balcon cocina integral equipada con barra desayunadora y alacena area de servicio bodega de almacenamiento 1 recamara junior con vestidor 1 baño completo pa recamara principal con vestidor y baño completo recamara junior con vestidor y baño completo terraza mantenimiento de 1 500 incluido en renta ademas de eso el condominio posee control de acceso vigilancia 7 24 cctv dos elevadores estacionamiento con control electrica pin de acceso a elevador entrada con huella digital precio sujeto a cambio sin previo aviso 
1608,paradox 2 recamaras vista parque mexicana,38500.0,"santa fe cuajimalpa, cuajimalpa de morelos",cuajimalpa,2.0,2.0,2.0,110.0, el depto de 111 m2 goza de espectacular vista panoramica al parque de la mexicana estupenda orientacion ventanales acusticos y termicos aire acondicionado calefaccion 2 recamaras moderna cocina abierta 2 5 baños area de lavado y 2 cajones de estacionamiento la torre tiene acceso y salida por av santa fe y por av de los arquitectos por lo que disfruta de acceso directo al parque de la mexicana a los restaurantes centros comerciales y locales de servicios el desarrollo cuenta con fabulosas areas comunes alberca techada con jacuzzis y asoleadero gimnasio con equipos de punta salon de usos multiples spa salon de belleza business center ludoteca salon de fiestas eficiente seguridad 24hrs la renta incluye el mantenimiento disponible a partir del 1 de abril llame sera un placer atenderle easybroker id eb ji8517 
1609,departamento - cuajimalpa,42000.0,"delegacion politica cuajimalpa de morelos, cuajimalpa de morelos",cuajimalpa,0.0,3.0,3.0,260.0, amplio departamento con super ubicacion cerca de todos los accesos santa fe bosques palmas interlomas tiene 260m2 con excelentes acabados tiene 3 recamaras family sala estudio antecomedor cocina equipada cuarto de lavado y servicio tiene 3 lugares de estacionamiento y bodega de areas comunes tiene alberca gimnasio squash salon de eventos se renta sin muebles 
1610,renta depto amueblado en uniq lomas,55000.0,"lomas de chapultepec, miguel hidalgo",miguel hidalgo,3.0,2.0,3.0,215.0, magnifico departamento en renta amueblado con acabados de lujo y una vista espectacular el departamento cuenta con dos recamaras con baño de muy buen tamaño la principal con tina y walk in closet espectacular terraza con vista al jardin en el piso 6 areas comunes alberca sauna vapor cine salon de fiestas salon de yoga jardin para mascotas pista para caminar juegos infantiles servicio de valet parking para invitados mantenimiento incluido easybroker id eb il9637 
1611,renta departamento en plaza carso torre dali,29500.0,"ampliacion granada, miguel hidalgo",miguel hidalgo,2.0,2.0,2.0,104.0, amplio departamento en renta en plaza carso excelente vista amplios espacios 2 recamaras 2 baños una bodega de 4m2 2 lugares de estacionamiento se aceptan mascotas pequeñas se encuentra en el piso 3 easybroker id eb gz8294 
1612,"renta departamento dos vistas, santa fe",47000.0,"santa fe, alvaro obregon",alvaro obregon,3.0,3.0,3.0,260.0, toree a 47 000 260 mt2 3 habitaciones 3 5 baños 3 autos 2 habitaciones con vestidor medio para visitas estancia sala comedor cocina integral cuarto de t v cuarto de servicio areas comunes gimnasio alberca paddel jardin salon para jovenes salon de eventos vigilancia 24 hrs easybroker id eb hv8347 
1613,se vende o se renta departamento en city tower grand park,26500.0,"xoco, benito juarez",benito juarez,2.0,2.0,2.0,86.0, hermoso departamento amueblado en city tower grand park en venta o renta con gran ubicacion sobre av coyoacan son 86m2 con una hermosa estancia muy iluminada con luz y ventilacion natural ya que cuenta con un balcon una cocina abierta lo cual le da gran amplitud al departamento 2 recamaras la principal con balcon baño y walking closet la segunda con closet y comparte baño con el area social tiene una area de lavado y 2 lugares de estacionamiento city tower tiene increibles amenidades como pista de hielo alberca semi olimpica e infantil jacuzzi salon de eventos salon de juegos business center cancha de futbol cancha de basquet ball asadores asadores roof garden mini super restaurante lavanderia y hermosos jardines cctv y vigilancia las 24 horas del dia easybroker id eb je0507 
1614,renta departamento en paradox,39000.0,"santa fe cuajimalpa, cuajimalpa de morelos",cuajimalpa,2.0,2.0,2.0,104.0, precioso departamento en paradox de 104 mts dos recamaras 2 5 baños recibidor cocina abierta sala comedor dos estacionamientos area de lavado alberca gimansio salon de fiestas area de co working vista a la mexicana maravillosa vista y temperatura easybroker id eb jo7473 
1615,renta peninsula santa fe ,33000.0,"av santa fe peninsula tower santa fe, alvaro obregon",alvaro obregon,2.0,2.0,2.5,119.0, gran departamento en renta en peninsula tower santa fe 119 m2 con 2 recamaras 2 y medio baños cocina abierta con electrodomesticos cuenta con refrigerador centro de lavado microondas y estufa todo el departamento esta rodeado por un balcon con vista a santa fe se encuentra en el piso 34 con amenidades gym alberca centro de negocios spa entrada por la mexicana y por av santa fe gran oportunidad llama para cita 
1616,departamento en renta y venta en polanco,60000.0,"polanco, miguel hidalgo",miguel hidalgo,2.0,3.0,3.0,240.0, impecable departamento en venta en gran ubicacion de polanco en tranquila y segura calle residencial a pasos de hospital español centro comercial plaza polanco parque america supermercados y av homero venta usd 1 000 000 renta mxn 60 000 3 habitaciones 3 baños servicio 2 estacionamientos cuenta con cocina sala comedor con salida a terraza family room cuarto de servicio completo 3 recamaras con vestidor y baño cada una equipamiento pisos de marmol puerta blindada 2 estacionamientos 1 bodega 240 m2 totales el edificio cuenta con vigilancia las 24 horas gimnasio salon de fiestas roof garden cod 11276 los metros son aproximados y entregados por el propietario para mas informacion o visitas llama al o escribenos a encuentra mas propiedades en 
1617,*renta departamento hermoso en cuajimalpa,12800.0,"la manzanita, cuajimalpa de morelos",cuajimalpa,1.0,2.0,2.0,86.0, excelente oportunidad renta departamento en cuajimalpa cuenta con 2 recamaras la principal cuenta con su closet y su baño completo la segunda recamara cuenta con su closet y su baño en el pasillo cocina abierta family cuarto de lavado roof garden comun para hacer sus reuniones con sus seres queridos la renta incluye el mantenimiento easybroker id eb jn1029 
1618,departamento en renta bosques de las lomas,43000.0,"bosque de las lomas, miguel hidalgo",miguel hidalgo,2.0,3.0,2.0,180.0, se encuentra en una excelente ubicacion a unos minutos de interlomas lomas de tecamachalco cerca de centros comerciales universidad cuenta con una terraza divina en sala y comedor son 180 metros cuadrados distribuidos en tres habitaciones dos baños completos sala comedor cocina area de servicio amenidades gimnasio salon de usos multiples vigilancia 24 7 easybroker id eb ax0102 
1619,renta departamento santa fe,35000.0,"santa fe, alvaro obregon",alvaro obregon,2.0,3.0,2.0,167.0, excelente departamento en espacios el departamento esta super ubicado en fraccionamiento cerrado frente a la universidad ibero atras de galerias el triunfo el departamento esta completamente remodelado con acabados de primera calidad desde baños cocina paredes pisos tiene mucha luz cuenta con persianas nuevas es muy buena opcion de renta para familias o ejecutivos el edificio cuenta con vigilancia las 24 horas cuenta con salon de fiestas area de juegos para los niños terraza con asadores easybroker id eb jn8459 
1620,departamento en renta polanco,45000.0,"polanco, miguel hidalgo",miguel hidalgo,1.0,3.0,3.0,230.0, departamento en renta recien remodelado cuenta con 230 m 3 recamaras 3 baños 1 lugar de estacionamiento terraza en todo el frente del departamento antecomedor elevador directo al piso cuarto de servicio excelentes vias de comunicacion cercano a reforma ejercito nacional con centros comerciales como antara carso teatros restaurantes etc easybroker id eb jo3530 
1622,"hermoso departamento en polanco, shiller. (cod.m13)",38000.0,"polanco, miguel hidalgo",miguel hidalgo,1.0,3.0,2.0,200.0, se renta departamento en polanco ubicacion schiller totalmente remodelado 200m2 1 depto por piso 3 recamaras 2 baños completos sala de t v sala comedor amplio cuarto de servicio con baño 1 lugar del estacionamiento piso de parket muy iluminado no mascotas precio mensual 38 000 00 incluye mantenimiento 
1623,depa con balcon en be grand lomas,24000.0,"paseo de las lomas, alvaro obregon",alvaro obregon,2.0,2.0,2.0,108.0, depa de 108 m2 con balcon en bg lomas cuenta con 2 recamaras 2 baños cuarto de tv estancia con salida al balcon cocina integral abierta y equipada area de lavado y 2 lugares de estacionamiento techado edificio con vigilancia y amenidades alberca jacuzzi spa sauna cancha de tenis cancha de padel cancha de basket cancha de usos multiples juegos recreativos asadores etc aceptan mascota cuota de mantenimiento incluida clave interna d139aa easybroker id eb jp0859 
1624,departamento  ph recien remodelado en bosques de las lomas,70000.0,"bosques de las lomas, cuajimalpa de morelos",cuajimalpa,4.0,3.0,3.0,1230.0, departamento ph recien remodelado de 2 pisos en bosques de las lomas muy cerca de centros comerciales 1230 m2 cuenta con una terraza espectacular 3 cuartos completos con vestidor y baño cuarto de juegos con baño cocina interal cuarto y area de servicio estudio oficina 4 lugares de estacionamiento vigilancia 24 horas areas comunes aaa easybroker id eb jm9210 
1626,departamento en renta via santa fe,18500.0,"san gabriel, alvaro obregon",alvaro obregon,2.0,2.0,1.0,98.0, el departamento cuenta con area social cocina tipo americano abierta area de lavado baño completo dos habitaciones la principal con vestidor y baño completo la segunda habitacion con closet estudio cuenta con 98 metros dos lugares de estacionamiento super departamento de la zona en renta amplio lobby con recepcion y entrada al salon de usos multiples para 150 personas con cocina integrada para servicio del evento via santa fe tiene servicio de shuttle con diferentes horarios para llevarte a varios puntos en santa fe no necesitas sacar auto easybroker id eb jk2570 
1627,polanco departamento nuevo en renta amplio con terraza  2 rec 2.5 baños ,48000.0,"polanco, miguel hidalgo",miguel hidalgo,2.0,2.0,2.0,160.0, amplio departamento 2 amplias recamaras 2 5 baños 2 autos nuevo y amplio departamento con excelente ubicacion en una de las zonas mas bonitas de polanco a dos cuadras de circuito gandhi reform asi como de los museos rufino tamayo y antropologia amplia estancia sala comedor con una agradable terraza baño de visitas cocina de buen tamaño con barra cuarto de servicio y area de lavado la recamara principal es amplia y baño con tiene walk in closet la recamara secundaria con baño y closet de muy buen tamaño edificio de reciente construccion con excelentes acabados areas verdes y con buen mantenimiento vigilancia profesional 24 7 agendamos 
1628,rento departamento de 3 recamaras y terraza en reforma santa fe enfrente de centro comercial,58000.0,"santa fe cuajimalpa, cuajimalpa de morelos",cuajimalpa,3.0,3.0,3.0,300.0, hermoso departamento con elevador al piso ubicado enfrente del centro comercial doble salida a la carretera y a vasco de quiroga iluminado 3 recamaras con vestidor y baño sala y comedor con terraza family cocina integral de granito desayunador area de lavado y cuarto de servicio 3 estacionamientos y bodega en area comun alberca canchas de tennis cine ludoteca jardines con asadores gym salon de fiestas 
1629,departamento en renta santa fe,19000.0,"santa fe, alvaro obregon",alvaro obregon,2.0,2.0,2.0,78.0, departamento en santa fe blum cuenta con balcon con excelente vista renta sin muebles 19 000 00 renta con muebles 22 000 00 opcional con muebles o sin muebles distribuido en sala comedor 2 recamaras 2 baños cocina equipada con refrigerador pantalla de tv cama matrimonial buro en la recamara principal cama individual con buro en recamara secundaria 2 estacionamientos amenidades alberca salon de fiestas gimnasio roof garden con jacuzzi vigilancia 24 7 cerca de patio santa fe universidades corporativos no mascotas precios y disponibilidad sujeta a cambios confirmar con inmobiliaria easybroker id eb ho9615 
1630,departamento renta/polarea polanco,24000.0,"ampliacion granada, miguel hidalgo",miguel hidalgo,2.0,2.0,2.0,77.0, departamento renta nuevo polanco torre budapeste 77 mts2 2 recamaras 2 baños completos 2 estacionamientos cocina abierta sala comedor vista embajada usa persianas area de lavado vigilancia 27 7 gym jardines alberca cancha de padel mantenimiento incluido easybroker id eb gb3045 
1631,rento departamento en azcapotzalco.,5100.0,"jardin azpeitia, azcapotzalco",azcapotzalco,0.0,2.0,1.0,45.0, rento departamento en azcapotzalco colonia jardin azpetia cuenta con estancia de sala y comedor dos habitaciones un baño completo y cocina departamento de 45 mts no cuenta con lugar de estacionamiento no incluye servicios el servicio de agua tiene un costo de 100 00 pesos se permiten mascotas solo razas pequeñas easybroker id eb hl9826 
1632,renta departamento en nuevo polanco,26500.0,"ampliacion granada, miguel hidalgo",miguel hidalgo,1.0,2.0,2.0,95.0, ubicacion privilegiada para hacer vida peatonal el condominio cuenta con alberca climatizada gimnasio equipado salon de eventos ludoteca biblioteca y salon de juegos el departamento se renta totalmente amueblado y equipado esta desarrollado en una planta consta de recamara principal con baño y vestidor segunda recamara otro baño completo cocina estancia area de lavado y 2 estacionamientos solo se estorban con un vecino la cuota de mantenimiento es de 2 700 00 mensuales y ya esta incluida en la renta de preferencia no mascotas y no fumadores requisitos 1 mes de deposito poliza juridica superior con cargo del 50 al propietario y fiador con bien raiz en la cdmx libre de gravamen easybroker id eb gn6531 
1633,nuevo departamento cerca wtc en napoles,17500.0,"napoles, benito juarez",benito juarez,1.0,2.0,2.0,81.0, departamento con un año de construccion nuevo en colonia napoles muy iluminado con balcon en sala comedor y con balcon en recamara principal cuenta con dos recamaras dos baños completos cocina abierta se encuentra en primera planta el edificio cuenta con seguridad las 24 horas y con elevador cuenta con un lugar de estacionamiento world trade center wtc queda a media cuadra insurgentes queda muy cerca tambien entrada al edificio con chapa electronica espacio de lavado con ventilacion natural el mantenimiento esta incluido en el precio la sala comedor son de muy buen tamaño vale la pena verlo podemos enviar video si asi lo desea usted ganelo actualmente esta ocupado estara libre a partir del 15 de marzo del 2022 easybroker id eb fd3300 
1634,departamento en renta/venta en bosques de las lomas,70000.0,"bosques de las lomas, cuajimalpa de morelos",cuajimalpa,0.0,3.0,3.0,270.0, residencial con la mejor seguridad de la zona calidad de vida y las mejores amenidades ubicacion inmejorable en bosques de las lomas cercano a escuelas universidades supermercados y con facil salida a bosques santa fe interlomas tecamachalco y polanco departamento en obra negra con espacios amplios y 270 m2 terraza de 100m excelentes amenidades gimnasio spa de lujo 2 restaurantes cuarto de juegos jardin sala de fiesta centro de negocios valet parking piscina interior y exterior 3 estacionamientos seguridad las 24 horas servicio a habitacion area de acampar vigilancia 24 7 easybroker id eb ib4809 
1635,departamento en renta y venta santa fe,54000.0,"santa fe cuajimalpa, cuajimalpa de morelos",cuajimalpa,3.0,3.0,3.0,285.0, excelente departamento para estrenar se encuentra muy cerca del centro comercial hospital bancos restaurantes cuenta con doble acceso excelente departamento cuenta con tres habitaciones cada un amplio vestidor y baño completo sala comedor family antecomedor cocina integral cuarto de servicio cuarto de lavado bodega excelentes amenidades alberca exterior e interior carril de nado profesional zona de snack bar jacuzzi spa sauna vapor lockers sala de masaje cancha de tenis easybroker id eb dt8971 
1636,departamento en renta en polarea,25000.0,"ampliacion granada, miguel hidalgo",miguel hidalgo,2.0,2.0,2.0,72.0, departamento de 72 m2 2 habitaciones 2 baños completos 2 cajones de estacionamiento amenidades alberca sauna gimnasio asadores jardin con juegos salon de usos multiples vigilancia 24 7 easybroker id eb jo5950 
1637,departamento en renta amueblado en polanco,45000.0,"polanco, miguel hidalgo",miguel hidalgo,2.0,2.0,2.0,113.0, precioso departamento amueblado en renta en la mejor zona polanco 113m2 de construccion 2 recamaras 2 baños sala comedor cocina equipada bodega roof garden 2 estacionamientos mantenimiento incluido easybroker id eb fz1903 
1638,"renta de departamento infiniti santa fe, alvaro obregon",35000.0,"santa fe, alvaro obregon",alvaro obregon,2.0,3.0,3.0,148.0, residencial infiniti el departamento cuenta con acabados de lujo totalmente amueblado muy bonita vista calido y mucha luz natural cuenta con cocina integral abierta con barra de servicio de granito area de lavado tiene 148 m2 amplias recamaras muy iluminadas con dos baños completos la recamara principal con vestidor y baño incluido y la recamara secundaria comparte baño en el area social el desarrollo cuenta con excelentes amenidades como gimnasio dos albercas area de asadores y jardin para mascotas tiene salon de fiestas ludoteca salon para adultos y salon de yoga extraordinaria ubicacion cerca del centro comercial santa fe mantenimiento de 6 250 00 incluido en la renta easybroker id eb jo2644 
1639,"renta de departamento en cosmocrat santa fe, alvaro obregon",17500.0,"santa fe, alvaro obregon",alvaro obregon,1.0,2.0,2.0,90.0, departamento en renta con vista a la ciudad cuenta con cortinas 2 recamaras con buenos espacios amplias recamaras area de roof garden vigilancia estacionamiento para visitas mantenimiento incluido easybroker id eb hy1114 
1641,departamento amueblado en renta en santa fe,45000.0,"avenida santa fe santa fe cuajimalpa, cuajimalpa de morelos",cuajimalpa,1.0,3.0,3.0,195.0, hermoso departamento en uno de los conjuntos mas exclusivos de santa fe recien remodelado con vista al parque la mexicana y a la avenida sana fe el departamento esta distribuido en 2 pisos cuenta con 197 m2 cuenta con cuarto de servicio con baño centro de lavado con lavadora y secadora en el segundo piso se encuentra un estudio con su escritorio de muy buen tamaño la cocina con estufa de 6 hornillas refrigerador filtro de agua bebbia alacena y horno de gas incluye refrigerador de 2 puertas marca samsung lavatrastos y microondas en la planta alta se encuentran 3 recamaras cada una con su closet y sus baños completos las camas son matrimoniales tiene 2 cajones de estacionamiento en las amenidades del condominio hay gym alberca con calefaccion ludoteca salon para adultos salon teens salon de fiestas zona de 2 asadores area de juegos para niños skylounge en cada torre los baños de amenidades cuentan con sauna vapor y jacuzzis ven a conocerlo no te vas a arrepentir cuota de mantenimiento incluida en la renta rdr527425 3 
1642,departamento nuevo con roofgarden privado y terraza..,20000.0,"san jose de los cedros, cuajimalpa de morelos",cuajimalpa,1.0,2.0,2.0,120.0, aprovecha departamento nuevo con roof garden en renta calle de piñon colonia san jose de los cedros cuajimalpa 20 000 mantenimiento incluido superficie 80 m habitable 40 m roofgarden departamento nuevo repartido en tres niveles dos recamaras dos baños cocina abierta sala comedor terraza roofgarden 1 estacionamiento y bodega muy bien ubicado en una zona muy tranquila y cerca de santa fe y bosque de las lomas caracteristicas generales mascotas centros comerciales cercanos escuelas cercanas cocina integral servicios linea telefonica cisterna gas calentador de agua llamanos o envianos un mensaje de whatsapp al 5510827464 5632725155 easybroker id eb jo9166 
1644,excelente departamento en renta en reforma social.,21000.0,"privada de san isidro # 00 reforma social, miguel hidalgo",miguel hidalgo,1.0,1.0,1.0,70.0, departamento en reforma social cerrada de san isidro loft de 70 00 mts con balcon excelente ubicacion amueblado y equipado magnificas areas comunes gym carril de nado 2 terrazas sala de lectura estricta vigilancia y valet parking 
1645,excelente departamento en renta en lomas de chapultepec.,26000.0,"alpes # 00 lomas de chapultepec, miguel hidalgo",miguel hidalgo,0.0,1.0,2.0,100.0, departamento en renta en lomas de chapultepec con una magnifica ubicacion totalmente remodelado espaciosa estancia 1 recamara 2 baños completos cocina integral area de lavado la estancia y la recamara se abren a una preciosa terraza privada no se admiten niños ni mascotas no cuenta con estacionamiento pero se puede uno estacionar comodamente afuera previa cita 
1646,estupendo departamento en renta en paseo de las lomas.,26000.0,"carretera mexico-toluca # 00 paseo de las lomas, alvaro obregon",alvaro obregon,2.0,3.0,3.0,130.0, departamento en venta en paseo de las lomas cuenta con 3 recamaras la principal con vestidor y baño las recamaras secundarias con closet y baño sala de tv cto de lavado cto de servicio bodega en el sotano 2 numero 74 2 garages cubiertos amenities alberca asoleadero gym baños con vestidor y vapor salones para spinning yoga y usos multiples salon de fiestas kids club salon de adultos previa cita 
1647,"depto en renta lago iseo casi esquina laguna de mayran, anahuac i seccion , be grand polanco",17500.0,"anahuac i seccion, miguel hidalgo",miguel hidalgo,0.0,1.0,1.0,71.0, scarlet solares 5538 888 05 40 lindo departamento en be grand polanco torre 2 espectacular vista a la ciudad lindo depa de 71 metros en piso 19 con cocina abierta sala comedor 1 recamara con su closet 1 baño completo y 1 cajon de estacionamiento cubierto amenidades alberca techada gimnasio sala de cine sala de juegos salon de fiestas juegos de niños jardines sauna y lobby seguridad las 24 horas informes y citas scarlet solares decuir 5538 88 05 40 56 35 65 53 ext 102 
1648,departamento amueblado en renta en la calle mas emblematica de polanco,32750.0,"polanco, miguel hidalgo",miguel hidalgo,2.0,2.0,3.0,150.0, 150 m2 2 2 5 2 principal con con tina vestidor baño y balcon secundaria con closet y baño medio baño de visitas family room cocina equipada cuarto de servicio area de lavado bodega balcon mantenimiento incluido este desarrollo se enmarca a 3 calles de los hoteles a 3 calles de reforma a 2 calles de presidente mazaryk a una calle de tres picos a 2 calles de mariano escobedo a 3 calles de ruben dario que lo lleva directo a circuito interior presidencia de la republica etc departamentos de lujo totalmente amueblados con un excelente gusto de acuerdo a sus necesidades ubicado en la calle campos eliseos lo conforman 5 departamentos cuenta con gimnasio area para choferes seguridad las 24 hrs bodegas lugares de estacionamiento con opcion de hasta tres lugares por depto con un costo adicional cuenta con planta de luz y 2 cisternas todos los departamentos cuentan con estudio gym curcuito cerrado de tv requisitos para arrendamiento arrendatario persona fisica identificacion oficial vigente en caso de ser extranjero comprobar su situacionmigratoria vigente y permiso para laborar en el pais comprobante de domicilio del actual inmueble comprobante de ingresos ultimos tres recibos de nomina y o ultimos tres estados de cuenta bancarios carta laboral donde se indique nombre puesto antigüedad en el trabajo y percepcion mensual fianza y seguro arrendatario persona moral acta constitutiva de la sociedad comprobante de domicilio de la sociedad no mayor a tres meses telefono luz rfc de la empresa constancia de situacion fiscal no mayor a 3 meses poder del representante legal con actos de administracion identificacion oficial vigente del representante legal estados financieros ultimos 3 estados de cuenta bancarios relacion patrimonial de activos firmada por el representante legal fianza y seguro obligado solidario tiene que ser persona moral acta constitutiva de la sociedad en el objeto de la sociedad debe de decir que puede ser aval y o fiador comprobante de domicilio de la sociedad no mayor a tres meses telefono luz rfc de la empresa constancia de situacion fiscal no mayor a 3 meses poder del representante legal con actos de administracion para el caso de que en el objeto de la sociedad no se manifieste que puede ser aval se necesitara poder con actos de dominio identificacion oficial vigente del representante legal estados financieros ultimos 3 estados de cuenta bancarios relacion patrimonial de activos firmada por el representante legal bien inmueble en garantia a nombre del obligado solidario copia de escrituras con registro en el rpp certificado de libertad de gravamen actualizado boleta predial 1 mes de renta corriente 2 meses de deposito en garantia el importe de renta es mas iva easybroker id eb ic1520 
1649,excelente departamento a la venta o renta en division del norte,10000.0,"lomas de memetla, cuajimalpa de morelos",cuajimalpa,1.0,1.0,1.0,50.0, baja de precio increible departamento listo para habitar en venta o renta amueblado con 1 recamara 1 baño y estancia con cocineta 1 estacionamiento y bodega comoda plaza central y roof garden comun easybroker id eb gv5699 
1650,renta departamento a estrenar excelente ubicacion del. benito juarez,20500.0,"tiburcio sanchez de la barquera merced gomez, benito juarez",benito juarez,2.0,2.0,2.0,94.0, descripcion excelente ubicacion bien iluminado exterior o interior el interior con una sala de tv espacios muy buenos cocina integral abierta barra de granito 2 estacionamientos en linea y fijos bodega el exterior con balcon 2 habitaciones 2 baños de muy buen tamaño area de lavado amenidades el desarrollo cuenta con sky garden con asadores y mesas salon de usos multiples gimnasio vias de comunicacion excelentes transporte publico metro barranca a 1 cuadra plazas comerciales cines autoservicios mantenimiento incluido datos principales departamento precio renta mn 20 500 incluyendo mantenimiento superficie de terreno 102 y 94m² a estrenar 
